branch,congressID,ideology_score,page,part,speaker,year,sentence,sentence_raw,sentence_unclean
,111,0.513,122,2010-05-26,Mr. BOEHNER.,2010,either congress prevent presid return parchment statement object not,Either the Congress has prevented the President from returning the parchment with a statement of  his objections or it has not,Either the Congress has prevented the President from returning the parchment with a statement of  his objections or it has not
House,105,-0.355,891,7,Mr. SKAGGS.,1997,duffey usia regard panel set congress agre set object di tinguish membership,Duffey of  USIA with regard to the panel that we  set up in  this Congress and that we  agreed to set up objectively and of dis tinguished membership,Duffey of  USIA with regard to the panel that we  set up in  this Congress and that we  agreed to set up objectively and of dis tinguished membership
Senate,108,-0.303,82,2004-02-11,Mr. DASCHLE.,2004,half said push wage benefit,And more than half said it was  pushing down wages and benefits,And more than half said it was  pushing down wages and benefits
House,104,0.43799999999999994,961,13,Mr. ZELIFF.,1996,vers downward trend last,This re verses a downward  trend that  lasted  from 1979 through 1992,This re verses a downward  trend that  lasted  from 1979 through 1992
Senate,104,-0.266,149,1,Mr. BINGAMAN.,1996,obvious dramat exam ple hostag take recent histori countri hostag take iran novemb," Obviously, the most dramatic exam ple of hostage-taking in recent history  in this country was the hostage-taking  in Iran in November 1979"," Obviously, the most dramatic exam ple of hostage-taking in recent history  in this country was the hostage-taking  in Iran in November 1979"
House,114,-0.469,36,2015-01-13,Mr. JOHNSON of Georgia.,2015,johnson member oppos control minut,JOHNSON) and a Member opposed  each will control 5 minutes,JOHNSON) and a Member opposed  each will control 5 minutes
Senate,102,0.301,504,14,Mr. RUDMAN.,1992,everi american know ri ing tide unpreced violenc con tinu sweep nation,"As every American knows, a ris ing tide of unprecedented violence con tinues to sweep our Nation","As every American knows, a ris ing tide of unprecedented violence con tinues to sweep our Nation"
House,101,-0.631,870,7,Mr. STARK.,1990,amount money need stave dire cons quenc mount relentlessli,The amount  of money needed  to stave off dire conse quences mounts  relentlessly,The amount  of money needed  to stave off dire conse quences mounts  relentlessly
House,109,-0.37,44,2005-05-03,Mr. WU.,2005,april oregon governor ted kulongoski confeder tribe warm spring sign tribal state compact," On April 6, 2005, Oregon Governor,  Ted Kulongoski and the Confederated  Tribes of the Warm Springs signed a  Tribal-State  compact"," On April 6, 2005, Oregon Governor,  Ted Kulongoski and the Confederated  Tribes of the Warm Springs signed a  Tribal-State  compact"
House,108,-0.429,48,2003-07-14,Mr. ACKERMAN.,2003,yield gentlewoman ohio, I yield to the gentlewoman from Ohio, I yield to the gentlewoman from Ohio
Senate,93,0.134,1311,22,Mr. PEARSON.,1974,believ pref erabl permit presid choos action larg residuum unorgan undefin ten date legisl grant author,"I believe that this is pref erable  to permitting  the President  to  choose his actions from a large residuum  of unorganized, undefined, and of ten out dated legislative grants of authority","I believe that this is pref erable  to permitting  the President  to  choose his actions from a large residuum  of unorganized, undefined, and of ten out dated legislative grants of authority"
House,99,-0.599,1213,13,Mr. EDWARDS of California.,1985,envis provid,I envision providing some of  those,I envision providing some of  those
,114,0.33799999999999997,97,2015-02-10,Mr. ROGERS of Alabama.,2015,meehan highli involv commun,Meehan  is also highly  involved  in  the  community,Meehan  is also highly  involved  in  the  community
House,110,-0.385,26,2007-01-17,Mr. KILDEE.,2007,end realli talk not number real peopl everi corner countri make tough decis live,"But, in the end,  what we really are talking about are  not just numbers but real people in  every corner of this country, making  tough decisions about their lives","But, in the end,  what we really are talking about are  not just numbers but real people in  every corner of this country, making  tough decisions about their lives"
House,97,-0.321,1069,14,Mr. SYNAR.,1981,recent histori industri reveal option creat competit pressur sult establish fair equit price shipper ultim consum,The recent history of the  industry  reveals  that  these options  have created competitive pressures re sulting  in  the establishment of fair  and equitable prices for shippers and  for the ultimate consumers,The recent history of the  industry  reveals  that  these options  have created competitive pressures re sulting  in  the establishment of fair  and equitable prices for shippers and  for the ultimate consumers
Senate,105,0.5720000000000001,745,1,Mr. ALLARD.,1998,not readi take bank yet believ exactli surplu take bank andr tire feder debt,"While I am not ready  to take it to  the bank yet, I believe  that is exactly what we should do with  any surplus, take it to the bank andre tire  the Federal debt","While I am not ready  to take it to  the bank yet, I believe  that is exactly what we should do with  any surplus, take it to the bank andre tire  the Federal debt"
,104,0.19899999999999998,1393,14,Mr. FOX of Pennsylvania.,1995,speak er rise two purpos tonight first respons last gentleman spoke,"Speak er,  I  rise  for  two purposes  tonight,  first, in response to the last gentleman  who spoke","Speak er,  I  rise  for  two purposes  tonight,  first, in response to the last gentleman  who spoke"
House,102,-0.35100000000000003,511,6,Mr. SCHUMER.,1992,deal gentleman maintain institut rob us blind go court appropri forum,"Speaker, if there  is a deal, as the gentleman maintains,  for  these  institutions who  robbed us  blind,  then they can go  to court, and  that is the appropriate forum","Speaker, if there  is a deal, as the gentleman maintains,  for  these  institutions who  robbed us  blind,  then they can go  to court, and  that is the appropriate forum"
,105,0.39,160,1,Mr. KIM.,1998,georg chaffey design built mile canal colorado river imperi california, In 1901 George Chaffey designed and built  150 miles of canal from the Colorado River to  Imperial California, In 1901 George Chaffey designed and built  150 miles of canal from the Colorado River to  Imperial California
House,99,0.326,90,7,Mr. LIVINGSTON.,1985,rivera said,Rivera  said Mr,Rivera  said Mr
House,106,0.387,15,1999-04-20,Mr. BACHUS.,1999,courag act chang life nation forev not chang charact humil rosa park still shun spotlight never sought recognit richli deserv,"This courageous act changed her life and our Nation forever, but it did not change the character and the humility of Rosa Parks, who still shuns the spotlight and has never sought the recognition which she so richly deserves","This courageous act changed her life and our Nation forever, but it did not change the character and the humility of Rosa Parks, who still shuns the spotlight and has never sought the recognition which she so richly deserves"
,105,-0.483,1252,1,Mrs. MEEK of Florida.,1998,two earliest anni lone madam cj,Two of  the earliest of those were Annie Ma lone and Madam C.J,Two of  the earliest of those were Annie Ma lone and Madam C.J
House,94,0.133,1067,2,Mr. SARASIN.,1975,balanc number wrong decid energi cost individu fact greater estim ret us adjust side ledger make necessari tax adjust tax bate requir make loss individu let us not destroy program kind balanc,"It has a balance  to it, and if the numbers are wrong, if  we decide  that the energy cost to the  individual is,  in fact, greater than the  estimates, then ret us adjust it on the  other side of the ledger and make the  necessary tax adjustments and tax re bates required to make up for that loss  to the individual, but let us not destroy a  program t.hat has this kind of balance","It has a balance  to it, and if the numbers are wrong, if  we decide  that the energy cost to the  individual is,  in fact, greater than the  estimates, then ret us adjust it on the  other side of the ledger and make the  necessary tax adjustments and tax re bates required to make up for that loss  to the individual, but let us not destroy a  program t.hat has this kind of balance"
Senate,97,0.196,968,8,Mr. DANFORTH.,1981,second reason fund made avail bv ida go poorest poor countri, The second reason is that the funds  made available bv IDA go to the poorest  of the poor countries, The second reason is that the funds  made available bv IDA go to the poorest  of the poor countries
House,109,-0.465,31,2006-06-15,Mr. CLYBURN.,2006,baghdad around part countri see fail polici,"But in  Baghdad, in and around that part of  the country, we see a  failed policy","But in  Baghdad, in and around that part of  the country, we see a  failed policy"
House,104,-0.324,1055,14,Mr. DEUTSCH.,1995,budget propos outrag corpor welfar system still exist,It has  to do with the budget that they have  proposed and some of the outrageous  corporate welfare  systems  that still  exist,It has  to do with the budget that they have  proposed and some of the outrageous  corporate welfare  systems  that still  exist
House,102,-0.057999999999999996,901,6,Mrs. LLOYD.,1992,obvious program mean lot mani peopl," Obviously, this program means a lot to many  people"," Obviously, this program means a lot to many  people"
House,101,-0.349,1155,7,Mr. NAGLE.,1989,great cri crisi day member need ask question came," D 1100  It is great to cry about the crisis of  the day, but Members need to ask the  question how it came about"," D 1100  It is great to cry about the crisis of  the day, but Members need to ask the  question how it came about"
House,102,0.381,575,18,Mr. WEBER.,1991,chair man brought bill floor ad dress need rural america spite tight budgetari constraint,The chair man has brought a bill to the floor which ad dresses the needs of rural America in spite of  tight budgetary constraints,The chair man has brought a bill to the floor which ad dresses the needs of rural America in spite of  tight budgetary constraints
Senate,109,0.068,6,2006-01-25,Mr. SPECTER.,2006,doubt suffer afflict mesothelioma asbestosi ailment, There is no doubt about the suffering  of those who are afflicted with mesothelioma and asbestosis and other ailments, There is no doubt about the suffering  of those who are afflicted with mesothelioma and asbestosis and other ailments
,113,0.284,436,2013-12-12,Mr. WOLF.,2013,although one virginia respect circuit court judg describ colleagu epitom fair leadership extend far beyond courtroom, Although  he  is  one Virginia’s most  respected circuit court judges and described by  his colleagues a ‘ ‘the epitome of fairness’ —  his leadership extends far beyond the courtroom, Although  he  is  one Virginia’s most  respected circuit court judges and described by  his colleagues a ‘ ‘the epitome of fairness’ —  his leadership extends far beyond the courtroom
,114,0.33299999999999996,3,2015-10-13,Mr. CRENSHAW.,2015,augustin aboard,Augustine were also  aboard,Augustine were also  aboard
House,104,-0.6559999999999999,201,1,Ms. WATERS.,1996,normal com mitte would go work take consider reason presi dent gave veto reason pol icymak would make necessari adjust pass appropria tion,"Normally the com mittee would go  to work,  take  into  consideration  the  reasons  the Presi dent gave for his veto, reasonable pol icymakers would make the necessary  adjustments, and pass  the appropria tion","Normally the com mittee would go  to work,  take  into  consideration  the  reasons  the Presi dent gave for his veto, reasonable pol icymakers would make the necessary  adjustments, and pass  the appropria tion"
,105,-0.263,1193,18,Mr. KIND.,1997,press con ferenc today member republican leadership said take cam paign financ reform earli next,"At a press con ference today, the members of the Republican  leadership said  that  they will  take up cam paign  finance  reform early next year","At a press con ference today, the members of the Republican  leadership said  that  they will  take up cam paign  finance  reform early next year"
,99,-0.429,782,3,Mr. SOLARZ.,1985,stranger washington come year lobbi testifi import com muniti anticrim program juvenil justic servic need im prove health mental health serv ice,"But he is also  no stranger in Washington, where he  has come over the years to lobby and  to testify on the importance of com munity anticrime programs,  juvenile  justice services, and the need for im proved health and mental health serv ices","But he is also  no stranger in Washington, where he  has come over the years to lobby and  to testify on the importance of com munity anticrime programs,  juvenile  justice services, and the need for im proved health and mental health serv ices"
,104,-0.631,270,17,Mr. STARK.,1996,could waiv magic wand would make sure everyon america high qualiti health insur tomorrow morn,"If I  could waive a magic wand, I would make sure  that everyone  in America had high quality  health  insurance  tomorrow morning","If I  could waive a magic wand, I would make sure  that everyone  in America had high quality  health  insurance  tomorrow morning"
House,102,-0.057999999999999996,719,13,Mrs. LLOYD.,1991,languag amend strike fair balanc amid controversi surround workplac fair act,The language in  this  amendment strikes a  fair balance amid  the  controversy  that  surrounded  the Workplace  Fairness Act,The language in  this  amendment strikes a  fair balance amid  the  controversy  that  surrounded  the Workplace  Fairness Act
House,97,0.215,137,18,Mr. GRAMM.,1982,even republican plan seek take money synfuel flaw money not go spent synfuel, Even  the Republican plan which  seeks to take money out of synfuels is  flawed  because  that money  is  not  going to be spent in synfuels, Even  the Republican plan which  seeks to take money out of synfuels is  flawed  because  that money  is  not  going to be spent in synfuels
,97,-0.26899999999999996,493,7,Mr. ANDERSON.,1982,presid elect cali fornia chapter public health physician associ serv presid california chapter,He is president-elect of the Cali fornia Chapter of the Public Health  Physicians Association and served as  president of the California Chapter in  1970,He is president-elect of the Cali fornia Chapter of the Public Health  Physicians Association and served as  president of the California Chapter in  1970
,102,-0.61,750,18,Mr. ROYBAL.,1992,sfc leonard willi," SFC Leonard, Willie"," SFC Leonard, Willie"
House,114,0.747,18,2016-11-29,Mr. RATCLIFFE.,2016,move suspend rule pass bill hr,"Speaker,  I  move to suspend the rules and pass the  bill (H.R","Speaker,  I  move to suspend the rules and pass the  bill (H.R"
House,108,0.6459999999999999,38,2004-06-14,Mr. SENSENBRENNER.,2004,request time urg adopt resolut yield back balanc time,"Speaker, I have no further requests for time,  I urge the adoption of the resolution,  and I yield back the balance of my  time","Speaker, I have no further requests for time,  I urge the adoption of the resolution,  and I yield back the balance of my  time"
House,98,0.326,517,14,Mr. LIVINGSTON.,1984,nevertheless total recommenda tion militari construct still billion approv amount," Nevertheless, the total recommenda tion for military construction is still  $1.1  billion over  the 1984  approved  amount"," Nevertheless, the total recommenda tion for military construction is still  $1.1  billion over  the 1984  approved  amount"
Senate,95,-0.49200000000000005,262,12,Mr. METZENBAUM.,1977,effect cartel devastat ing world price yellowcak rose pound caus least one middleman westinghous electr corp cancel contract mani public util,"The  effect of this cartel has been devastat ing-the world price for yellowcake rose  from $6 a pound to $41, causing at least  one middleman--:-Westinghouse Electric  Corp.-to cancel its contracts with many  public utilities","The  effect of this cartel has been devastat ing-the world price for yellowcake rose  from $6 a pound to $41, causing at least  one middleman--:-Westinghouse Electric  Corp.-to cancel its contracts with many  public utilities"
Senate,111,-0.45399999999999996,8,2010-05-07,Mr. UDALL of New Mexico.,2010,held presid obama presid bush,"So 107 are  being held for President Obama, and  for President Bush, there were only 8","So 107 are  being held for President Obama, and  for President Bush, there were only 8"
,112,0.498,1,2011-01-07,Mr. COFFMAN of Colorado.,2011,januari start th congress nation debt trillion,"On January 6,  2009, the start of the 111th Congress,  the national debt was at $10.63 trillion","On January 6,  2009, the start of the 111th Congress,  the national debt was at $10.63 trillion"
Senate,94,-0.5670000000000001,950,15,Mr. NELSON.,1976,conscienti peopl differ not reform achiev,"Conscientious people differ  over what is and what is not ""reform""  and how it should be achieved","Conscientious people differ  over what is and what is not ""reform""  and how it should be achieved"
,106,0.6459999999999999,13,2000-09-26,Mr. SENSENBRENNER.,2000,enorm success apollo lunar land mission possibl due pioneer work previou apollo mission perform critic test spacecraft method conduct first human travel moon apollo walter,"(4) The enormous successes of the Apollo lunar landing missions were only possible due to the pioneering work of the previous Apollo missions, which performed critical testing of the spacecraft and methods, and conducted the  first human travel to the Moon: (A) Apollo 7—Walter M","(4) The enormous successes of the Apollo lunar landing missions were only possible due to the pioneering work of the previous Apollo missions, which performed critical testing of the spacecraft and methods, and conducted the  first human travel to the Moon: (A) Apollo 7—Walter M"
House,98,-0.31,401,22,Mr. LUNDINE.,1983,amend would entitl countri seek compens law find bill way violat pro vision gatt,This  amendment would do so by entitling  other countries to seek compensation  under our law if there is a finding that  this bill in some way violates the pro visions of GATT,This  amendment would do so by entitling  other countries to seek compensation  under our law if there is a finding that  this bill in some way violates the pro visions of GATT
,96,0.17800000000000002,573,2,Mr. EVANS of Delaware.,1980,due public congression, Due to public and congressional, Due to public and congressional
Senate,110,-0.309,5,2008-06-06,Mr. BYRD.,2008,rather congress make decis fund conduct oversight feder program intend constitut much respons would hand execut branch agenc," Rather than Congress making decisions on funding and conducting oversight of Federal programs as intended  by the Constitution, much of these responsibilities would be in the hands of  the executive branch agencies"," Rather than Congress making decisions on funding and conducting oversight of Federal programs as intended  by the Constitution, much of these responsibilities would be in the hands of  the executive branch agencies"
,107,0.10300000000000001,60,2001-10-05,Mr. BOEHLERT.,2001,essenc program benefit child receiv free reduc cost meal well child pay full price,"In essence,  these programs benefit  the child  receiving the free or reduced cost meal as well as the child who pays full price","In essence,  these programs benefit  the child  receiving the free or reduced cost meal as well as the child who pays full price"
House,105,-0.17600000000000002,352,1,Mr. LIPINSKI.,1997,young alaska,YOUNG of Alaska (for himself  and Mr,YOUNG of Alaska (for himself  and Mr
House,107,-0.41,32,2002-07-09,Mr. CROWLEY.,2002,franc longer appear guid declar right man foundat french democraci call equal right," France no longer appears to be guided  by  the  1789 Declaration  of  the  Rights  of Man,  the  foundation  for  French democracy, which called  for  equal rights  for all"," France no longer appears to be guided  by  the  1789 Declaration  of  the  Rights  of Man,  the  foundation  for  French democracy, which called  for  equal rights  for all"
,101,-0.387,752,7,Mr. CRANSTON.,1989,senat chamber desir vote result announc yea nay follow crollcal vote,"Are  there any other  Senators in the Chamber who desire  to vote?  The result was announced-yeas 72,  nays 27, as follows:  CRollcall Vote No","Are  there any other  Senators in the Chamber who desire  to vote?  The result was announced-yeas 72,  nays 27, as follows:  CRollcall Vote No"
,93,0.255,251,13,Mr. STEELMAN.,1974,bureaucraci evolv set tac tic meet public request inform similar techniqu basketbal team might use stop oppon score," The bureaucracy has evolved a set of tac tics to meet public requests for information,  which is similar to techniques a basketball  team might use  to stop its opponent from  scoring"," The bureaucracy has evolved a set of tac tics to meet public requests for information,  which is similar to techniques a basketball  team might use  to stop its opponent from  scoring"
House,103,-0.402,1141,7,Mr. COLEMAN.,1994,bill would seek,This  is all  this bill  would seek to do,This  is all  this bill  would seek to do
House,101,0.371,1246,1,Mr. THOMAS of California.,1990,specif term kind crimin convict someon would deni right vote,There is no  specificity  in  terms of  the kinds of  criminal  convictions  under  which  someone would be denied the right to  vote,There is no  specificity  in  terms of  the kinds of  criminal  convictions  under  which  someone would be denied the right to  vote
,105,-0.5820000000000001,1224,13,Mr. KUCINICH.,1997,kay born cleveland name katherin murphi hall, Kay was born in Cleveland under the name  of Katherine Murphy Halle, Kay was born in Cleveland under the name  of Katherine Murphy Halle
,98,-0.631,147,6,Mr. STARK.,1984,john bigelow join ash land fire depart organ firefight south east san leandro," When John Bigelow joined the Ash land  fire department  in 1961,  there  were no organized firefighters south  or east of San Leandro"," When John Bigelow joined the Ash land  fire department  in 1961,  there  were no organized firefighters south  or east of San Leandro"
,96,0.42200000000000004,248,2,Mr. RUDD.,1980,inflat last hit rate percent worst annual bite year trend shown figur ap pear bound reinforc," With inflation last year hitting a rate of  13.3 percent,  the worst annual bite  in 33  years, the trends shown by these figures ap pear bound to be reinforced"," With inflation last year hitting a rate of  13.3 percent,  the worst annual bite  in 33  years, the trends shown by these figures ap pear bound to be reinforced"
,106,-0.353,205,1999-08-03,Mr. UDALL of Colorado.,1999,explain niwot ridg biospher reserv system provid framework intern cooper import research effort includ work biospher reserv czech republ address air pollut problemsa matter great import colorado well czech,"He explained that having Niwot Ridge in the Biosphere Reserve System had provided a framework for international cooperation in important research efforts, including work with a Biosphere Reserve in the Czech Republic to address air pollution problems—a matter of great importance to Colorado as well as to the Czechs","He explained that having Niwot Ridge in the Biosphere Reserve System had provided a framework for international cooperation in important research efforts, including work with a Biosphere Reserve in the Czech Republic to address air pollution problems—a matter of great importance to Colorado as well as to the Czechs"
,105,-0.40399999999999997,392,13,Mr. MATSUI.,1997,restructur program third ap proach redesign medicar system way improv effici, Restructuring  program:  The  third  ap proach is to redesign the Medicare system in  a way that can improve its efficiency, Restructuring  program:  The  third  ap proach is to redesign the Medicare system in  a way that can improve its efficiency
Senate,111,-0.266,12,2010-01-25,Mr. BINGAMAN.,2010,presid want speak minut upcom confirm vote bernank feder reserv board,"President,  I  want to speak for a few minutes about  the upcoming  confirmation vote on  Chairman Bernanke of the Federal Reserve Board","President,  I  want to speak for a few minutes about  the upcoming  confirmation vote on  Chairman Bernanke of the Federal Reserve Board"
,100,-0.341,1143,13,Mr. PRICE of North Carolina.,1987,instead bank give larg line credit amount depend incom size first mortgag valu hous,"Instead, the  bank gives you a  large line of credit-the  amount depending on your income, the size  of your first mortgage and the value of your  house","Instead, the  bank gives you a  large line of credit-the  amount depending on your income, the size  of your first mortgage and the value of your  house"
House,101,0.336,35,16,Mr. GOODLING.,1990,fundament chang titl vii,That is a fundamental  change in title VII,That is a fundamental  change in title VII
House,110,0.366,64,2007-07-23,Mr. KNOLLENBERG.,2007,issu restor transport infrastructur countri vital, This  issue of how we  restore  the  transportation  infrastructure  of  our  country is vital, This  issue of how we  restore  the  transportation  infrastructure  of  our  country is vital
House,99,-0.295,758,13,Mr. GUARINI.,1985,design portion street memori michael mcdermott provid us monument sym boliz sacrific work men women lost live public servic, Designating a portion of this street  to the memory of Michael McDermott  will provide us with a monument sym bolizing  the sacrifice of all working  men and women who have lost their  lives in public service, Designating a portion of this street  to the memory of Michael McDermott  will provide us with a monument sym bolizing  the sacrifice of all working  men and women who have lost their  lives in public service
Senate,98,-0.313,210,1,Mr. BRADLEY.,1984,often non custodi parent not fulfil sponsibl,"Too often, non custodial parents do not fulfill that re sponsibility","Too often, non custodial parents do not fulfill that re sponsibility"
House,112,0.433,26,2011-02-11,Mr. ROSKAM.,2011,respons,That  is our  responsibility,That  is our  responsibility
,95,-0.175,968,1,Mr. FLIPPO.,1977,accept remark vividli con trast advantag democraci free enterpris observ west ber lin east berlin, His acceptance remarks vividly con trast the advantages of democracy and  free enterprise as observed in West Ber lin and East Berlin, His acceptance remarks vividly con trast the advantages of democracy and  free enterprise as observed in West Ber lin and East Berlin
,94,0.23399999999999999,1473,11,Mr. HASTINGS.,1975,admittedli stop gap approach mere guarante avallabllti suranc without address basic caus problem," Admittedly,  this is a  stop-gap approach  that merely guarantees avallabll1ty of  in surance without addressing any of the basic  causes of the problem"," Admittedly,  this is a  stop-gap approach  that merely guarantees avallabll1ty of  in surance without addressing any of the basic  causes of the problem"
House,95,-0.055999999999999994,145,5,Mr. LEVITAS.,1977,construc tion industri still state shock,The construc tion industry is still in a state of shock,The construc tion industry is still in a state of shock
,109,-0.519,184,2006-03-15,Mr. TOWNS.,2006,follow complet medic exam dr,"Following the completion of her medical exams,  Dr","Following the completion of her medical exams,  Dr"
House,101,-0.685,1216,20,Mr. DYMALLY.,1989,level million fiscal appropri conform bipartisan budget agreement hold level contain senat hous bill,"This level,  only $45 million above the fiscal year  1990 appropriation, conforms  to  the  bipartisan  budget  agreement,  and  holds to the levels contained in the  Senate and House bills","This level,  only $45 million above the fiscal year  1990 appropriation, conforms  to  the  bipartisan  budget  agreement,  and  holds to the levels contained in the  Senate and House bills"
,113,-0.297,120,2013-07-17,Mr. ANDREWS.,2013,rise today honor late arthur glatfelt jr,"Speaker, I rise today to  honor  the  late  Arthur Glatfelter,  Jr","Speaker, I rise today to  honor  the  late  Arthur Glatfelter,  Jr"
House,98,-0.10400000000000001,1356,13,Mr. DYSON.,1983,join hous young repres massachusett harri truman depart white hous clapboard home ind pendenc mo,"Speaker,  in  the  year you joined the House as a young  Representative  from Massachusetts,  Harry Truman departed  the White  House for his clapboard home in Inde pendence, Mo","Speaker,  in  the  year you joined the House as a young  Representative  from Massachusetts,  Harry Truman departed  the White  House for his clapboard home in Inde pendence, Mo"
House,99,0.49700000000000005,142,7,Mr. LUNGREN.,1985,set rule rule not even follow, And we have set the rules up and then  the rules are not even followed, And we have set the rules up and then  the rules are not even followed
House,114,-0.364,20,2015-12-16,Mr. SWALWELL of California.,2015,serv subcommitte rank member, I serve as the subcommittee’s ranking member, I serve as the subcommittee’s ranking member
,106,0.23800000000000002,360,1999-07-22,Mr. SAXTON.,1999,america arm forc offer opportun part someth meaning learn self disciplin sacrific,"America’s armed forces offer the opportunity to be part of something meaningful,  to  learn self-discipline and sacrifice","America’s armed forces offer the opportunity to be part of something meaningful,  to  learn self-discipline and sacrifice"
House,115,0.545,17,2017-03-15,Mr. FERGUSON.,2017,must mani american unfortun depend safeti net health care,"We must do this because there are  so many Americans,  unfortunately,  that have to depend on this safety net  for their health care","We must do this because there are  so many Americans,  unfortunately,  that have to depend on this safety net  for their health care"
House,101,0.496,421,12,Mr. HANSEN.,1989,anthoni chang vote aye amend reject,"ANTHONY  changed  their  vote  from  ""no""  to  ""aye.""  So the amendment was rejected","ANTHONY  changed  their  vote  from  ""no""  to  ""aye.""  So the amendment was rejected"
Senate,109,-0.38299999999999995,48,2006-01-25,Mr. REED.,2006,rank dear specter memberleahi american unit separ church state urg oppos confirm judg samuel, AND RANKING  DEAR CHAIRMAN SPECTER MEMBERLEAHY: Americans United for Separation of Church and State urges you to oppose the confirmation of Judge Samuel A, AND RANKING  DEAR CHAIRMAN SPECTER MEMBERLEAHY: Americans United for Separation of Church and State urges you to oppose the confirmation of Judge Samuel A
Senate,104,0.506,511,7,Mr. GRAMS.,1996,senat washington dc april,"SENATE,  Washington, DC, April 29, 1996","SENATE,  Washington, DC, April 29, 1996"
Senate,95,0.078,54,5,Mr. HEINZ.,1977,salt lake citi alon school close last year gradual percent decreas enrol,"In Salt Lake City alone, 23 schools  have been closed over the last 10 years  because of a gradual, 35 percent decrease  in enrollment","In Salt Lake City alone, 23 schools  have been closed over the last 10 years  because of a gradual, 35 percent decrease  in enrollment"
House,110,0.593,30,2007-01-05,Mr. POE.,2007,devot father children two daughter son,"He  was a devoted father to his children,  two daughters and a son","He  was a devoted father to his children,  two daughters and a son"
Senate,114,-0.325,114,2016-09-28,Ms. STABENOW.,2016,anxiou work leadership get done,So I am anxious  to work with our leadership to get this  done,So I am anxious  to work with our leadership to get this  done
,93,0.268,913,18,Mr. NELSEN.,1974,mani month," Over many months, Mr"," Over many months, Mr"
House,97,-0.355,1218,14,Mr. ZABLOCKI.,1982,yield minut gentleman new york,"Chairman,  I  yield 10 minutes  to  the gentleman  from New York <Mr","Chairman,  I  yield 10 minutes  to  the gentleman  from New York <Mr"
,100,-0.027999999999999997,943,1,Mr. BARNARD.,1988,merger fslic fdic would polit unpopularneith thrift bank industri support action would produc singl fund might well insuffici protect potenti loss two industri com bine, A merger of the FSLIC with the FDIC would  be politically unpopularneither the thrift nor  the  banking  industry  supports  such  an  action-and would produce a single fund that  might well be  insufficient  to protect against  potential  losses of  the  two  industries com bined, A merger of the FSLIC with the FDIC would  be politically unpopularneither the thrift nor  the  banking  industry  supports  such  an  action-and would produce a single fund that  might well be  insufficient  to protect against  potential  losses of  the  two  industries com bined
Senate,114,0.615,79,2015-03-24,Mr. COTTON.,2015,palestinian author must minimum eject hama govern coalit reclaim control gaza strip accept demilitar eastern border recogn israel right exist jewish state,"The Palestinian Authority must, at a minimum,  eject Hamas from its governing coalition, reclaim control of the Gaza Strip,  accept a demilitarized eastern border,  and recognize Israel’s right to exist as  a Jewish State","The Palestinian Authority must, at a minimum,  eject Hamas from its governing coalition, reclaim control of the Gaza Strip,  accept a demilitarized eastern border,  and recognize Israel’s right to exist as  a Jewish State"
Senate,111,-0.212,18,2009-01-29,Mr. BAUCUS.,2009,rather take kid children health insur plan," Rather, it takes kids off the Children’s  Health Insurance Plan"," Rather, it takes kids off the Children’s  Health Insurance Plan"
,94,-0.516,586,15,Mr. FORD of Michigan.,1976,last fall enter class percent women one quarter black spanish speak indian,"   Last fall's entering class was 38 percent  women and about one-quarter were black,  Spanish-speaking or Indian","   Last fall's entering class was 38 percent  women and about one-quarter were black,  Spanish-speaking or Indian"
,115,-0.28300000000000003,173,2017-11-15,Mr. SMITH of Washington.,2017,career highlin progress appoint serv colleg presid,His career at Highline progressed  and he was appointed  to serve as  the college’s President in 2006,His career at Highline progressed  and he was appointed  to serve as  the college’s President in 2006
House,97,-0.139,718,1,Mr. STRATTON.,1981,result becam not power hous shine polit figur new york state,"And as a result he  became not  only  a  power  in  this  House, but  also  a  shining political  figure in New York State","And as a result he  became not  only  a  power  in  this  House, but  also  a  shining political  figure in New York State"
House,108,0.371,24,2003-06-10,Mr. THOMAS.,2003,fundament differ call biotechnolog understand way world work scienc improv abil produc food feed peopl," There is fundamentally no difference  to what we now call biotechnology  than understanding the way the world  works, and through science improving  our ability to produce food to feed people"," There is fundamentally no difference  to what we now call biotechnology  than understanding the way the world  works, and through science improving  our ability to produce food to feed people"
Senate,97,0.2,835,1,Mrs. KASSEBAUM.,1981,tax expenditur greatli ag gravat revenu estim,Tax expenditures greatly ag gravate revenue estimation,Tax expenditures greatly ag gravate revenue estimation
House,107,0.627,38,2002-01-24,Mr. ROHRABACHER.,2002,spratt jr,"Spratt, Jr","Spratt, Jr"
House,106,-0.4,66,1999-07-22,Mr. LARSON.,1999,great defens budget done much troop done much defens nation,"Chairman, this is a great defense budget, and it has done much for our troops and it has done much more the defense of this Nation","Chairman, this is a great defense budget, and it has done much for our troops and it has done much more the defense of this Nation"
House,102,-0.465,231,14,Mr. WHEAT.,1992,right vote fundament citizenship vital member congress must make everi effort ensur right realiti across length breadth great nation,"Speaker, the right to vote is so  fundamental  to  our  citizenship,  so  vital, that we as Members of Congress  must make every effort to ensure that  this right is a reality across the length  and breadth of this great Nation","Speaker, the right to vote is so  fundamental  to  our  citizenship,  so  vital, that we as Members of Congress  must make every effort to ensure that  this right is a reality across the length  and breadth of this great Nation"
